,id,season,date,arena,H_team,A_team_id,A_team,A_team_id,H_score,A_score,ref1,ref2,ref3,ties,leadChange,nugget
563,10031,2018,2021-12-22T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Detroit Pistons,10,105,91,James Capers,Matt Boland,Lauren Holtkamp,,,
564,10032,2018,2021-12-22T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Portland Trail Blazers,29,111,97,Rodney Mott,Kevin Cutler,John Conley,,,
565,10033,2018,2021-12-22T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Minnesota Timberwolves,22,114,102,Eric Lewis,Karl Lane,John Butler,,,
566,10034,2018,2021-12-22T03:00:00.000Z,STAPLES Center,Los Angeles Lakers,17,Phoenix Suns,28,90,108,Josh Tiven,Ben Taylor,Brandon Adair,,,
567,10035,2018,2021-12-23T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Orlando Magic,26,98,104,David Guthrie,Gediminas Petraitis,Jacyn Goble,,,
568,10036,2018,2021-12-23T00:30:00.000Z,TD Garden,Boston Celtics,2,Cleveland Cavaliers,7,111,101,Tom Washington,Matt Boland,Suyash Mehta,,,
569,10037,2018,2022-01-27T01:00:00.000Z,United Center,Chicago Bulls,6,Toronto Raptors,38,111,105,Tony Brothers,Michael Smith,Aaron Smith,4,2,
570,10038,2018,2021-12-23T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Houston Rockets,14,126,106,Ed Malloy,Mitchell Ervin,Evan Scott,,,
571,10039,2018,2021-12-23T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Denver Nuggets,9,108,94,Bill Kennedy,Dedric Taylor,Phenizee Ransom,,,
572,10040,2018,2021-12-23T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,LA Clippers,16,89,105,Pat Fraher,J.T. Orr,Justin Van Duyne,,,
573,10041,2018,2021-12-24T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Houston Rockets,14,118,106,Sean Corbin,Lauren Holtkamp,John Conley,,,
574,10042,2018,2021-12-24T00:00:00.000Z,Amway Center,Orlando Magic,26,New Orleans Pelicans,23,104,110,Brent Barnaky,Kane Fitzgerald,Brandon Schwab,,,
575,10043,2018,2021-12-24T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Atlanta Hawks,1,96,98,Michael Smith,James Williams,Aaron Smith,,,
576,10044,2018,2021-12-24T00:30:00.000Z,FTX Arena,Miami Heat,20,Detroit Pistons,10,115,112,Eric Lewis,Gediminas Petraitis,Jonathan Sterling,,,
577,10045,2018,2021-12-24T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Washington Wizards,41,117,124,Sean Wright,Natalie Sago,Danielle Scott,,,
578,10046,2018,2021-12-24T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Milwaukee Bucks,21,95,102,John Goble,Ray Acosta,Phenizee Ransom,,,
579,10047,2018,2021-12-24T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Charlotte Hornets,5,107,115,Karl Lane,Ben Taylor,Mousa Dagher,,,
580,10048,2018,2021-12-24T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Oklahoma City Thunder,25,113,101,Tony Brothers,J.T. Orr,John Butler,,,
581,10049,2018,2021-12-24T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Minnesota Timberwolves,22,128,116,Rodney Mott,Derek Richardson,Scott Twardoski,,,
582,10050,2018,2021-12-24T03:00:00.000Z,Chase Center,Golden State Warriors,11,Memphis Grizzlies,19,113,104,Marat Kogut,Kevin Cutler,Josh Tiven,,,
583,10051,2018,2022-01-11T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Brooklyn Nets,4,114,108,Tony Brothers,Derek Richardson,Phenizee Ransom,6,16,
584,10052,2018,2021-12-24T03:30:00.000Z,STAPLES Center,Los Angeles Lakers,17,San Antonio Spurs,31,110,138,Tre Maddox,Brett Nansel,Justin Van Duyne,,,
585,10053,2018,2021-12-25T17:00:00.000Z,Madison Square Garden,New York Knicks,24,Atlanta Hawks,1,101,87,Ed Malloy,Eric Dalen,Brandon Adair,,,
586,10054,2018,2021-12-25T19:30:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Boston Celtics,2,117,113,John Goble,Nick Buchert,Natalie Sago,,,
587,10055,2018,2021-12-25T22:00:00.000Z,Footprint Center,Phoenix Suns,28,Golden State Warriors,11,107,116,David Guthrie,Curtis Blair,Ray Acosta,,,
588,10056,2018,2021-12-26T01:00:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Brooklyn Nets,4,115,122,Derek Richardson,Kevin Cutler,Mousa Dagher,,,
589,10057,2018,2021-12-26T03:30:00.000Z,Vivint Arena,Utah Jazz,40,Dallas Mavericks,8,120,116,Tony Brothers,Dedric Taylor,John Butler,,,
590,10058,2018,2021-12-26T20:30:00.000Z,FTX Arena,Miami Heat,20,Orlando Magic,26,93,83,Ben Taylor,Jason Goldenberg,Dannica Mosher,,,
591,10059,2018,2021-12-26T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Toronto Raptors,38,144,99,Sean Corbin,Brent Barnaky,Jenna Schroeder,,,
592,10060,2018,2021-12-26T23:00:00.000Z,Capital One Arena,Washington Wizards,41,Philadelphia 76ers,27,96,117,Tom Washington,Karl Lane,Jamahl Ralls,,,
593,10061,2018,2021-12-26T23:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Memphis Grizzlies,19,102,127,Derek Richardson,Cheryl Flores,Tyler Ford,,,
594,10062,2018,2021-12-27T00:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,New Orleans Pelicans,23,117,112,Derrick Collins,Eric Lewis,Lauren Holtkamp,,,
595,10063,2018,2021-12-27T00:00:00.000Z,AT&T Center,San Antonio Spurs,31,Detroit Pistons,10,144,109,Sean Wright,Jenna Reneau,Tony Brothers,,,
596,10064,2018,2021-12-27T01:00:00.000Z,United Center,Chicago Bulls,6,Indiana Pacers,15,113,105,Nick Buchert,Tre Maddox,Suyash Mehta,,,
597,10065,2018,2021-12-27T02:00:00.000Z,Crypto.com Arena,LA Clippers,16,Denver Nuggets,9,100,103,Bill Kennedy,Curtis Blair,Mousa Dagher,,,
598,10066,2018,2021-12-28T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Houston Rockets,14,123,99,Josh Tiven,Suyash Mehta,Natalie Sago,,,
599,10067,2018,2021-12-28T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Chicago Bulls,6,118,130,John Goble,CJ Washington,Matt Myers,,,
600,10068,2018,2021-12-28T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Boston Celtics,2,108,103,Matt Boland,Mark Lindsay,Brent Barnaky,,,
601,10069,2018,2021-12-28T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Utah Jazz,40,104,110,Sean Wright,Karl Lane,Blanco Burns,,,
602,10070,2018,2021-12-28T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Memphis Grizzlies,19,113,114,Derrick Collins,Kevin Cutler,John Butler,,,
603,10071,2018,2021-12-28T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Dallas Mavericks,8,117,132,Scott Twardoski,Cheryl Flores,Ray Acosta,,,
604,10072,2018,2021-12-28T03:30:00.000Z,Crypto.com Arena,LA Clippers,16,Brooklyn Nets,4,108,124,David Guthrie,Dedric Taylor,Jonathan Sterling,,,
605,10073,2018,2021-12-29T00:00:00.000Z,Amway Center,Orlando Magic,26,Milwaukee Bucks,21,110,127,Sean Corbin,CJ Washington,Natalie Sago,,,
606,10074,2018,2021-12-29T00:30:00.000Z,FTX Arena,Miami Heat,20,Washington Wizards,41,119,112,Ed Malloy,Lauren Holtkamp,Jenna Schroeder,,,
607,10075,2018,2021-12-29T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Philadelphia 76ers,27,109,114,Tre Maddox,Brett Nansel,Jamahl Ralls,,,
608,10076,2018,2021-12-29T01:00:00.000Z,Toyota Center,Houston Rockets,14,Los Angeles Lakers,17,123,132,Eric Lewis,Brandon Adair,Brent Haskill,,,
609,10077,2018,2021-12-29T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,New York Knicks,24,88,96,Courtney Kirkland,Matt Boland,Matt Myers,,,
610,10078,2018,2021-12-29T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Cleveland Cavaliers,7,108,104,Ben Taylor,Jason Goldenberg,Jenna Reneau,,,
611,10079,2018,2021-12-29T03:00:00.000Z,Chase Center,Golden State Warriors,11,Denver Nuggets,9,86,89,Nick Buchert,Kevin Scott,John Butler,,,
612,10080,2018,2021-12-29T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Oklahoma City Thunder,25,117,111,Tyler Ford,Ray Acosta,Mousa Dagher,,,
613,10081,2018,2021-12-30T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,New York Knicks,24,85,94,Bill Kennedy,Scott Twardoski,Jason Goldenberg,,,
614,10082,2018,2021-12-30T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Charlotte Hornets,5,108,116,Mark Lindsay,Brent Barnaky,Jenna Schroeder,,,
615,10083,2018,2021-12-30T00:30:00.000Z,TD Garden,Boston Celtics,2,LA Clippers,16,82,91,Josh Tiven,Andy Nagy,Jamahl Ralls,,,
616,10084,2018,2021-12-30T01:00:00.000Z,United Center,Chicago Bulls,6,Atlanta Hawks,1,131,117,Eric Lewis,Brett Nansel,Ben Taylor,,,
617,10085,2018,2021-12-30T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Los Angeles Lakers,17,104,99,John Goble,Brandon Adair,Blanca Burns,,,
618,10086,2018,2022-02-04T00:00:00.000Z,AT&T Center,San Antonio Spurs,31,Miami Heat,20,95,112,Kevin Cutler,Brett Nansel,Natalie Sago,3,2,
619,10087,2018,2021-12-30T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Oklahoma City Thunder,25,115,97,Kevin Scott,Justin Van Duyne,Mousa Dagher,,,
620,10100,2018,2022-01-01T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,San Antonio Spurs,31,118,105,Sean Corbin,Leon Wood,Jamahl Ralls,8,12,
621,10101,2018,2022-01-01T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,New York Knicks,24,95,80,Eric Lewis,Brett Nansel,Pat O'Connell,3,1,
622,10102,2018,2022-01-01T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Minnesota Timberwolves,22,120,108,Tyler Ford,Jonathan Sterling,Dannica Mosher,6,13,
623,10103,2018,2022-01-01T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Portland Trail Blazers,29,139,106,Derrick Collins,Kevin Scott,Jenna Reneau,0,0,
624,10104,2018,2022-01-01T23:30:00.000Z,Fiserv Forum,Milwaukee Bucks,21,New Orleans Pelicans,23,136,113,Mark Lindsay,Scott Twardoski,Lauren Holtkamp,6,6,
625,10105,2018,2022-01-02T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,San Antonio Spurs,31,117,116,Kevin Cutler,Natalie Sago,Sha'Rae Mitchell,5,11,
626,10106,2018,2022-01-02T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Chicago Bulls,6,119,120,Bennie Adams,Matt Boland,Jason Goldenberg,6,10,
627,10107,2018,2022-01-02T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,LA Clippers,16,116,120,Josh Tiven,Ray Acosta,Bianca Burns,6,10,
628,10108,2018,2022-01-02T01:00:00.000Z,Toyota Center,Houston Rockets,14,Denver Nuggets,9,111,124,Courtney Kirkland,CJ Washington,Cheryl Flores,1,1,
629,10109,2018,2022-01-02T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Golden State Warriors,11,116,123,Derrick Collins,Jonathan Sterling,Brent Haskill,8,10,
630,10110,2018,2022-01-02T20:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,New York Knicks,24,120,105,Sean Wright,Matt Myers,Andy Nagy,1,2,
631,10111,2018,2022-01-02T23:00:00.000Z,TD Garden,Boston Celtics,2,Orlando Magic,26,116,111,Tyler Ford,Mousa Dagher,Sha'Rae Mitchell,8,4,
632,10112,2018,2022-01-02T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Indiana Pacers,15,108,104,Bill Kennedy,Brandon Adair,Robert Hussey,15,16,
633,10113,2018,2022-01-02T23:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Miami Heat,20,115,113,Brett Nansel,Kevin Scott,Matt Kallio,7,14,
634,10114,2018,2022-01-03T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Phoenix Suns,28,99,133,Sean Corbin,Suyash Mehta,Jamahl Ralls,3,0,
635,10115,2018,2022-01-03T00:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Dallas Mavericks,8,86,95,Leon Wood,Brent Barnaky,Dannica Mosher,3,4,
636,10116,2018,2022-01-03T02:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Minnesota Timberwolves,22,108,103,Nick Buchert,Tre Maddox,Jenna Reneau,9,10,
637,10117,2018,2022-01-04T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Houston Rockets,14,133,113,Kevin Cutler,Andy Nagy,Brandon Adair,4,6,
638,10118,2018,2022-01-04T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Charlotte Hornets,5,124,121,Josh Tiven,Matt Myers,Tyler Ricks,6,11,
639,10119,2018,2022-01-04T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Memphis Grizzlies,19,104,118,Ben Taylor,Ray Acosta,Robert Hussey,0,0,
640,10120,2018,2022-01-04T01:00:00.000Z,United Center,Chicago Bulls,6,Orlando Magic,26,102,98,Marc Davis,Jonathan Sterling,Dannica Mosher,2,3,
641,10121,2018,2022-01-04T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Detroit Pistons,10,106,115,Bennie Adams,Pat Fraher,Pat O'Connell,9,12,
642,10122,2018,2022-01-04T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Utah Jazz,40,104,115,Courtney Kirkland,Lauren Holtkamp,Blanca Burns,8,6,
643,10123,2018,2022-01-04T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Denver Nuggets,9,103,89,Ed Malloy,Natalie Sago,Brent Haskill,0,4,
644,10124,2018,2022-01-04T03:00:00.000Z,Chase Center,Golden State Warriors,11,Miami Heat,20,115,108,Zach Zarba,Nick Buchert,Scott Twardoski,2,5,
645,10125,2018,2022-01-04T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Atlanta Hawks,1,136,131,JB DeRosa,Kevin Scott,Matt Kallio,8,12,
646,10126,2018,2022-01-04T03:30:00.000Z,Crypto.com Arena,LA Clippers,16,Minnesota Timberwolves,22,104,122,Derrick Collins,Cheryl Flores,Jacyn Goble,2,4,
647,10127,2018,2022-01-05T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Memphis Grizzlies,19,106,110,Tyler Ford,Ray Acosta,Jenna Reneau,11,11,
648,10128,2018,2022-01-05T00:00:00.000Z,Scotiabank Arena,Toronto Raptors,38,San Antonio Spurs,31,129,104,Bill Kennedy,Jonathan Sterling,Mousa Dagher,6,1,
649,10129,2018,2022-01-05T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Indiana Pacers,15,104,94,Josh Tiven,Jason Goldenberg,Sha'Rae Mitchell,7,6,
650,10130,2018,2022-01-05T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Phoenix Suns,28,110,123,Sean Corbin,Marat Kogut,Blanca Burns,0,0,
651,10131,2018,2022-01-05T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Sacramento Kings,30,122,114,JB DeRosa,Brian Forte,CJ Washington,12,23,
652,10132,2018,2022-01-06T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Detroit Pistons,10,140,111,Kane Fitzgerald,Brandon Adair,Jamahl Ralls,2,0,
653,10133,2018,2022-01-06T00:00:00.000Z,Amway Center,Orlando Magic,26,Philadelphia 76ers,27,106,116,Scott Wall,Jason Goldenberg,Clare Aubry,3,9,
654,10134,2018,2022-01-06T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Houston Rockets,14,111,114,Sean Wright,Suyash Mehta,Mousa Dagher,6,6,
655,10135,2018,2022-01-06T00:30:00.000Z,TD Garden,Boston Celtics,2,San Antonio Spurs,31,97,99,Leon Wood,Ben Taylor,Tyler Ricks,9,11,
656,10136,2018,2022-01-06T00:30:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Brooklyn Nets,4,121,129,James Williams,Isaac Barnett,Tyler Ford,3,7,
657,10137,2018,2022-01-06T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Golden State Warriors,11,99,82,Marc Davis,Marat Kogut,Brandon Schwab,8,11,
658,10138,2018,2022-01-06T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Toronto Raptors,38,111,117,Pat Fraher,Gediminas Petraitis,Andy Nagy,4,3,
659,10139,2018,2022-01-06T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Oklahoma City Thunder,25,98,90,Ed Malloy,Brent Haskill,Tom Washington,2,0,
660,10140,2018,2022-01-06T03:00:00.000Z,Ball Arena,Denver Nuggets,9,Utah Jazz,40,109,115,Zach Zarba,John Conley,Phenizee Ransom,5,8,
661,10141,2018,2022-01-06T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Miami Heat,20,109,115,Derek Richardson,Bennie Adams,Matt Kallio,2,3,
662,10142,2018,2022-01-06T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Atlanta Hawks,1,102,108,Tre Maddox,CJ Washington,Jacyn Goble,6,2,
663,10143,2018,2022-01-07T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Boston Celtics,2,108,105,Derrick Collins,Pat Fraher,Evan Scott,3,3,
664,10144,2018,2022-01-07T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Detroit Pistons,10,118,88,Marc Davis,Lauren Holtkamp,Brandon Schwab,4,2,
665,10145,2018,2022-01-07T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Golden State Warriors,11,101,96,JB DeRosa,Kane Fitzgerald,Matt Myers,5,10,
666,10146,2018,2022-01-07T03:00:00.000Z,Footprint Center,Phoenix Suns,28,LA Clippers,16,106,89,Zach Zarba,Brian Forte,Phenizee Ransom,1,5,
667,10147,2018,2022-01-08T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,San Antonio Spurs,31,119,100,Michael Smith,Scott Wall,Jason Goldenberg,0,0,
668,10148,2018,2022-01-08T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Milwaukee Bucks,21,109,121,Tom Washington,Marat Kogut,Scott Twardoski,2,0,
669,10149,2018,2022-01-08T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Utah Jazz,40,122,108,Derrick Collins,Mitchell Ervin,Jamahl Ralls,2,6,
670,10150,2018,2022-01-08T01:00:00.000Z,United Center,Chicago Bulls,6,Washington Wizards,41,130,122,Nick Buchert,James Williams,John Conley,6,10,
671,10151,2018,2022-01-08T01:00:00.000Z,Toyota Center,Houston Rockets,14,Dallas Mavericks,8,106,130,JB DeRosa,Ben Taylor,Matt Myers,0,1,
672,10152,2018,2022-01-08T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Minnesota Timberwolves,22,105,135,Josh Tiven,Andy Nagy,Clare Aubry,3,11,
673,10153,2018,2022-01-08T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Sacramento Kings,30,121,111,Brian Forte,Suyash Mehta,Jenna Schroeder,2,3,
674,10154,2018,2022-01-08T03:00:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Atlanta Hawks,1,134,118,Bennie Adams,Courtney Kirkland,Ray Acosta,0,2,
675,10155,2018,2022-01-08T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Cleveland Cavaliers,7,101,114,Ed Malloy,CJ Washington,Jacyn Goble,5,7,
676,10156,2018,2022-01-08T20:30:00.000Z,Crypto.com Arena,LA Clippers,16,Memphis Grizzlies,19,108,123,Leon Wood,Derek Richardson,Sean Wright,3,6,
677,10157,2018,2022-01-09T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Milwaukee Bucks,21,114,106,Kane Fitzgerald,Lauren Holtkamp,Blanca Burns,0,2,
678,10158,2018,2022-01-09T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Orlando Magic,26,97,92,James Williams,Gediminas Petraitis,John Conley,3,4,
679,10159,2018,2022-01-09T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Utah Jazz,40,125,113,Marat Kogut,Tyler Ford,Jason Goldenberg,3,3,
680,10160,2018,2022-01-09T00:30:00.000Z,TD Garden,Boston Celtics,2,New York Knicks,24,99,75,Pat Fraher,Aaron Smith,Jenna Reneau,6,4,
681,10161,2018,2022-01-09T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Miami Heat,20,100,123,Bill Kennedy,Ray Acosta,Brandon Schwab,3,3,
682,10162,2018,2022-01-09T20:30:00.000Z,Crypto.com Arena,LA Clippers,16,Atlanta Hawks,1,106,93,Ed Malloy,Justin Van Duyne,Natalie Sago,1,3,
683,10163,2018,2022-01-09T23:00:00.000Z,Amway Center,Orlando Magic,26,Washington Wizards,41,100,102,Michael Smith,Derrick Collins,Andy Nagy,5,6,
684,10164,2018,2022-01-09T23:00:00.000Z,Scotiabank Arena,Toronto Raptors,38,New Orleans Pelicans,23,105,101,Zach Zarba,Mitchell Ervin,Gediminas Petraitis,7,10,
685,10165,2018,2022-01-10T00:00:00.000Z,Toyota Center,Houston Rockets,14,Minnesota Timberwolves,22,123,141,Marc Davis,Brandon Adair,John Butler,0,7,
686,10166,2018,2022-01-10T00:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Denver Nuggets,9,95,99,Brian Forte,Eric Dalen,Jenna Schroeder,5,4,
687,10167,2018,2022-01-09T17:00:00.000Z,Barclays Center,Brooklyn Nets,4,San Antonio Spurs,31,121,119,Rodney Mott,Nick Buchert,Scott Twardoski,12,8,
688,10168,2018,2022-01-10T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Chicago Bulls,6,113,99,Josh Tiven,Ben Taylor,CJ Washington,7,14,
689,10169,2018,2022-01-10T01:30:00.000Z,Chase Center,Golden State Warriors,11,Cleveland Cavaliers,7,96,82,Bennie Adams,Sean Wright,Brandon Schwab,1,1,
690,10170,2018,2022-01-10T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,Sacramento Kings,30,103,88,Courtney Kirkland,Phenizee Ransom,Pat O'Connell,0,0,
691,10171,2018,2022-01-10T02:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Memphis Grizzlies,19,119,127,Tony Brothers,Suyash Mehta,Jacyn Goble,6,5,
692,10172,2018,2022-01-11T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Milwaukee Bucks,21,103,99,Ben Taylor,Scott Twardoski,John Conley,8,20,
693,10173,2018,2022-01-11T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Utah Jazz,40,126,116,JB DeRosa,Tom Washington,Jenna Reneau,5,5,
694,10174,2018,2022-01-11T00:30:00.000Z,TD Garden,Boston Celtics,2,Indiana Pacers,15,101,98,Nick Buchert,James Williams,Mitchell Ervin,7,8,
695,10175,2018,2022-01-11T00:30:00.000Z,Madison Square Garden,New York Knicks,24,San Antonio Spurs,31,111,96,Scott Wall,Matt Myers,Tyler Ford,12,4,
696,10176,2018,2022-01-11T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Cleveland Cavaliers,7,108,109,Bill Kennedy,Ray Acosta,Sha'Rae Mitchell,4,4,
697,10177,2018,2022-01-12T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Oklahoma City Thunder,25,122,118,Karl Lane,Gediminas Petraitis,John Butler,15,16,
698,10178,2018,2022-01-12T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Phoenix Suns,28,95,99,Rodney Mott,Aaron Smith,John Conley,15,10,
699,10179,2018,2022-01-12T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Golden State Warriors,11,116,108,Zach Zarba,Curtis Blair,Natalie Sago,5,7,
700,10180,2018,2022-01-12T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Minnesota Timberwolves,22,128,125,Brent Barnaky,Suyash Mehta,Brandon Adair,14,19,
701,10181,2018,2022-01-12T03:30:00.000Z,Crypto.com Arena,LA Clippers,16,Denver Nuggets,9,87,85,Courtney Kirkland,J.T. Orr,Justin Van Duyne,7,5,
702,10182,2018,2022-01-16T18:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Phoenix Suns,28,108,135,Kevin Cutler,Gediminas Petraitis,Evan Scott,4,3,
703,10183,2018,2022-01-13T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Boston Celtics,2,100,119,Ed Malloy,Mitchell Ervin,Danielle Scott,1,0,
704,10184,2018,2022-01-13T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Charlotte Hornets,5,98,109,Derrick Collins,Nick Buchert,Jamahl Ralls,3,10,
705,10185,2018,2022-01-13T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Orlando Magic,26,112,106,Marc Davis,Tyler Ricks,Jacyn Goble,0,0,
706,10186,2018,2022-01-13T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Miami Heat,20,91,115,Scott Foster,Dedric Taylor,Blanca Burns,4,7,
707,10187,2018,2022-01-13T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Dallas Mavericks,8,108,85,David Guthrie,Mark Lindsay,Scott Twardoski,0,2,
708,10188,2018,2022-01-13T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Houston Rockets,14,124,128,Matt Boland,Tyler Ford,Brandon Schwab,7,12,
709,10189,2018,2022-01-13T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Cleveland Cavaliers,7,91,111,Tony Brothers,Eric Dalen,Phenizee Ransom,2,0,
710,10190,2018,2022-01-13T03:00:00.000Z,United Center,Chicago Bulls,6,Brooklyn Nets,4,112,138,Karl Lane,James Williams,Jason Goldenberg,5,5,
711,10191,2018,2022-01-13T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Los Angeles Lakers,17,125,116,Derek Richardson,Sean Wright,Justin Van Duyne,8,7,
712,10192,2018,2022-01-14T00:30:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Golden State Warriors,11,118,99,Brian Forte,John Goble,Aaron Smith,1,0,
713,10193,2018,2022-01-14T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Minnesota Timberwolves,22,116,108,JB DeRosa,Bill Kennedy,CJ Washington,8,9,
